,sim_number,price_vnd
15139,782878555,12000000
15140,866237778,10000000
15141,813059059,3000000
15142,879197952,500000
15143,877117769,500000
15144,858828234,500000
15145,965544486,10000000
15146,899788578,10000000
15147,936229278,3000000
15148,795629623,1000000
15149,949559745,1000000
15150,373091989,5000000
15151,336172227,450000
15152,908311059,3000000
15153,866388817,450000
15154,567899477,10000000
15155,769402019,1000000
15156,352691997,450000
15157,349891000,12000000
15158,916339888,12000000
15159,819473886,3000000
15160,908893568,3000000
15161,981291779,10000000
15162,839979979,50000000
15163,523761996,500000
15164,342416979,450000
15165,923867899,10000000
15166,925848666,10000000
15167,766627777,65000000
15168,819833488,3000000
15169,792364279,1000000
15170,847917678,11325000
15171,362342905,450000
15172,329888594,450000
15173,343150607,450000
15174,923011991,12000000
15175,932091001,10000000
15176,983949568,10000000
15177,869278267,3000000
15178,395512879,500000
15179,384139994,450000
15180,815666336,3000000
15181,353776788,450000
15182,586652008,500000
15183,869767879,10000000
15184,763100633,1000000
15185,763647456,1000000
15186,877777055,13000000
15187,859182868,10000000
15188,869888816,10000000
15189,904437279,3000000
15190,889999968,10300000
15191,817853678,11325000
15192,827947678,11325000
15193,989414297,500000
15194,972014777,10000000
15195,343316939,450000
15196,779727771,1000000
15197,366963993,450000
15198,976335387,500000
15199,911040881,10000000
15200,762631431,1000000
15201,899911616,3000000
15202,366170968,450000
15203,854626268,500000
15204,338693693,450000
15205,975250776,500000
15206,832798909,3000000
15207,843374678,11325000
15208,333469479,450000
15209,344113667,450000
15210,877101566,500000
15211,332449266,450000
15212,369565099,450000
15213,345911777,10000000
15214,782698269,1000000
15215,705400700,1000000
15216,866999912,10000000
15217,866193779,450000
15218,989091015,3000000
15219,971611979,3000000
15220,763717474,1000000
15221,363815555,65000000
15222,359251981,450000
15223,985855888,10000000
15224,798021222,12000000
15225,898465465,1000000
15226,909195678,10000000
15227,708168165,1000000
15228,795633700,1000000
15229,359562466,450000
15230,852804222,500000
15231,924444343,3000000
15232,877111568,500000
15233,888122186,1000000
15234,328100991,450000
15235,343963699,450000
15236,332798539,450000
15237,825231999,12000000
15238,909100769,3000000
15239,941003189,1000000
15240,976432130,500000
15241,763685185,1000000
15242,344100871,450000
15243,929111957,3000000
15244,963056266,500000
15245,799094210,1000000
15246,385431386,450000
15247,979110000,12400000
15248,842276678,11325000
15249,365769993,450000
15250,944327703,1000000
15251,367644486,450000
15252,932463578,1000000
15253,942350179,1000000
15254,977281679,10000000
15255,941127966,1000000
15256,857575757,3000000
15257,767229933,3000000
15258,329384889,450000
15259,382365005,450000
15260,978468999,10000000
15261,333549839,450000
15262,708133700,1000000
15263,326172221,450000
15264,989609845,450000
15265,961272011,10000000
15266,345378166,450000
15267,344230484,450000
15268,763552558,1000000
15269,857448456,500000
15270,866733711,450000
15271,789789602,1000000
15272,838988885,10000000
15273,705486654,1000000
15274,772721166,1000000
15275,886787077,1000000
15276,932845005,500000
15277,343801975,450000
15278,918538636,500000
15279,981869399,10000000
15280,708073075,1000000
15281,932018338,1000000
15282,972529037,500000
15283,975846806,450000
15284,974288792,450000
15285,934184766,3000000
15286,387041974,450000
15287,865033768,450000
15288,926743888,10000000
15289,981999762,450000
15290,986903453,450000
15291,938091601,1000000
15292,389836668,10000000
15293,886326879,1000000
15294,582779979,10000000
15295,377045444,5000000
15296,787909972,1000000
15297,779156651,1000000
15298,778523520,1000000
15299,786777929,12000000
15300,902742162,500000
15301,523401981,500000
15302,985970501,500000
15303,367679786,5000000
15304,867777779,10000000
15305,379806234,450000
15306,869000333,10000000
15307,899717373,1000000
15308,987788890,10000000
15309,383366639,450000
15310,816711755,500000
15311,395530888,10000000
15312,855817777,50000000
15313,862999083,450000
15314,985523788,3000000
15315,904388936,500000
15316,933936986,500000
15317,929292337,500000
15318,328649566,450000
15319,774791368,1000000
15320,369567333,10000000
15321,962195988,10000000
15322,335449567,450000
15323,336180268,450000
15324,702752756,1000000
15325,708160163,1000000
15326,933539395,3000000
15327,905731918,500000
15328,965716178,3000000
15329,394686899,5000000
15330,846277277,500000
15331,795711033,1000000
15332,789222255,10000000
15333,944719982,1000000
15334,926336256,500000
15335,854563889,10000000
15336,338311984,450000
15337,776291988,3000000
15338,336182699,450000
15339,356878739,450000
15340,961565551,500000
15341,968688222,10000000
15342,945765595,1000000
15343,329014774,450000
15344,964227744,500000
15345,328111589,450000
15346,707572010,10000000
15347,859779933,3000000
15348,937502379,1000000
15349,334734669,450000
15350,832196688,10000000
15351,326314079,450000
15352,763049041,1000000
15353,828668679,10000000
15354,907667996,3000000
15355,777774812,10000000
15356,904842005,500000
15357,799080168,1000000
15358,913911995,15000000
15359,973560393,450000
15360,785488666,12000000
15361,822224220,3000000
15362,886737555,12000000
15363,366871115,450000
15364,334280377,450000
15365,902230579,3000000
15366,877010390,500000
15367,923491997,3000000
15368,903191388,500000
15369,345968179,450000
15370,987555941,450000
15371,896660889,12000000
15372,372131881,450000
15373,336074889,450000
15374,334210322,450000
15375,985491591,500000
15376,961213819,500000
15377,865423252,450000
15378,913558679,10000000
15379,966103504,500000
15380,338023386,450000
15381,905885449,500000
15382,984803453,450000
15383,968080666,10000000
15384,912657679,10000000
15385,944631174,1000000
15386,372767368,450000
15387,567515253,500000
15388,913012011,15000000
15389,973568889,10000000
15390,888825168,3000000
15391,344319739,450000
15392,909180563,1000000
15393,889095462,1000000
15394,326112011,450000
15395,967812001,3000000
15396,898444447,10000000
15397,845534678,11325000
15398,333425586,450000
15399,932555817,1000000
15400,937658355,500000
15401,936963377,500000
15402,948268733,1000000
15403,828526666,50000000
15404,862965389,450000
15405,926335586,3000000
15406,344079366,450000
15407,777106688,3000000
15408,889654567,3000000
15409,372266330,450000
15410,792988885,10000000
15411,943469299,1000000
15412,329030684,450000
15413,879400097,500000
15414,938963268,500000
15415,913176452,500000
15416,982264480,500000
15417,879300891,500000
15418,944478888,50000000
15419,909403781,500000
15420,979508888,65000000
15421,862988956,450000
15422,924090709,10000000
15423,962800989,10000000
15424,799077599,1000000
15425,888666888,12000000
15426,912339627,500000
15427,343844939,450000
15428,362753993,450000
15429,947771234,10000000
15430,934357246,500000
15431,941922057,1000000
15432,398613666,10000000
15433,888862969,10000000
15434,947021090,1000000
15435,964938248,500000
15436,846088889,10000000
15437,921656863,500000
15438,333388929,10000000
15439,765829829,3000000
15440,981281987,10000000
15441,829914886,500000
15442,333501899,450000
15443,879301079,500000
15444,879286464,500000
15445,966422009,3000000
15446,787280555,3000000
15447,898570168,1000000
15448,855686899,10000000
15449,902714567,10000000
15450,898198868,3000000
15451,392811991,10000000
15452,328006479,450000
15453,866070733,450000
15454,877337978,500000
15455,981182024,10000000
15456,763115511,1000000
15457,329062399,450000
15458,961330168,3000000
15459,866290090,450000
15460,922744088,500000
15461,909839475,3000000
15462,332582139,450000
15463,946633058,1000000
15464,858871974,3000000
15465,937923966,500000
15466,866779758,450000
15467,382887766,12000000
15468,379209566,450000
15469,925548777,10000000
15470,911988579,10000000
15471,827787234,500000
15472,865962592,450000
15473,934502004,1000000
15474,773396876,1000000
15475,852117234,500000
15476,366696839,5000000
15477,989778817,10000000
15478,774979123,1000000
15479,983384789,10000000
15480,974644427,450000
15481,773342347,1000000
15482,981862007,10000000
15483,332644866,450000
15484,858191888,12000000
15485,332075568,450000
15486,931368992,1000000
15487,585555444,12000000
15488,335655366,450000
15489,924796555,3000000
15490,941869447,1000000
15491,335361799,450000
15492,817112013,15000000
15493,393771986,3000000
15494,846994888,12000000
15495,837761978,15000000
15496,344160478,450000
15497,867988586,10000000
15498,989549576,450000
15499,945393222,1000000
15500,937323537,500000
15501,705229797,1000000
15502,387518885,450000
15503,334275439,450000
15504,329220712,450000
15505,366292386,450000
15506,903647337,500000
15507,848017678,11325000
15508,984102342,450000
15509,865194269,450000
15510,335121366,450000
15511,877992123,500000
15512,912866656,3000000
15513,328310499,450000
15514,342847345,450000
15515,388666000,12000000
15516,926032018,12000000
15517,333181439,450000
15518,965645291,500000
15519,347100796,450000
15520,762591010,1000000
15521,703373739,1000000
15522,945747619,1000000
15523,971363666,10000000
15524,912634116,500000
15525,582789444,10000000
15526,925485999,10000000
15527,965747110,500000
15528,776288543,1000000
15529,383484686,450000
15530,342875979,450000
15531,373075706,450000
15532,335230588,450000
15533,328271182,450000
15534,865000805,450000
15535,909286014,1000000
15536,947705429,1000000
15537,705222499,1000000
15538,778511432,1000000
15539,366131588,450000
15540,922668179,3000000
15541,816886988,10000000
15542,838666368,3000000
15543,813953839,3000000
15544,944662187,1000000
15545,945847435,1000000
15546,707503305,1000000
15547,938101303,1000000
15548,965139189,3000000
15549,869943544,500000
15550,327214186,450000
15551,333160494,450000
15552,335127639,450000
15553,941305586,1000000
15554,913141683,3000000
15555,335730366,450000
15556,916506655,500000
15557,862356752,500000
15558,329654266,450000
15559,888818998,10000000
15560,906736279,3000000
15561,826764678,11325000
15562,393627879,5000000
15563,879936166,500000
15564,879598895,500000
15565,327050295,450000
15566,946222888,12000000
15567,344160306,450000
15568,906757887,3000000
15569,866165689,450000
15570,353317239,450000
15571,976191338,500000
15572,879287880,500000
15573,911041977,15000000
15574,984852015,3000000
15575,778855579,10000000
15576,327080205,450000
15577,886496949,1000000
15578,946409376,1000000
15579,943986186,1000000
15580,889372345,1000000
15581,379083999,10000000
15582,888886181,10300000
15583,879485669,500000
15584,348274986,450000
15585,379533989,450000
15586,763155277,1000000
15587,332763444,450000
15588,358960960,450000
15589,942827115,1000000
15590,566896669,10000000
15591,705087799,3000000
15592,705412321,1000000
15593,924716544,500000
15594,947270149,1000000
15595,333158039,450000
15596,778780999,12000000
15597,783986666,65000000
15598,931711984,3000000
15599,326237234,450000
15600,934351993,3000000
15601,819881357,3000000
15602,984416789,10000000
15603,833166969,3000000
15604,977194195,500000
15605,337090688,450000
15606,812803456,11325000
15607,333160872,450000
15608,963633786,500000
15609,365020582,450000
15610,846197188,500000
15611,984483451,450000
15612,948416368,1000000
15613,988188660,450000
15614,926335590,500000
15615,862910005,450000
15616,946299841,1000000
15617,976443952,500000
15618,763566561,1000000
15619,928597997,3000000
15620,865187586,450000
15621,786171999,12000000
15622,777666632,10000000
15623,868661636,500000
15624,932164204,1000000
15625,833030405,1000000
15626,773355353,1000000
15627,789863386,1000000
15628,762507307,1000000
15629,763511517,1000000
15630,938191881,11000000
15631,921670788,500000
15632,344260804,450000
15633,911110398,10000000
15634,865371639,450000
15635,363572579,450000
15636,762569234,1000000
15637,332274566,450000
15638,978260187,500000
15639,909135751,1000000
15640,329190200,450000
15641,792333838,1000000
15642,865279286,450000
15643,939849256,500000
15644,848852852,500000
15645,359169189,450000
15646,862903490,450000
15647,762601701,1000000
15648,907262926,500000
15649,566391992,500000
15650,909159370,1000000
15651,345240786,450000
15652,909743080,500000
15653,857864678,11325000
15654,767855858,3000000
15655,901466589,3000000
15656,397607979,5000000
15657,969558345,500000
15658,985022662,500000
15659,326419234,450000
15660,327046566,450000
15661,353797539,450000
15662,889301050,1000000
15663,333510599,450000
15664,879623457,500000
15665,879288233,500000
15666,795601012,1000000
15667,946471681,1000000
15668,877998982,500000
15669,981707090,3000000
15670,393020975,500000
15671,918938972,500000
15672,938230775,500000
15673,879934679,500000
15674,383621115,450000
15675,943408698,1000000
15676,862944493,450000
15677,948886012,1000000
15678,972425342,450000
15679,946866712,1000000
15680,384993286,450000
15681,328063199,450000
15682,763705205,1000000
15683,565062008,500000
15684,836313168,500000
15685,868104094,500000
15686,344185689,450000
15687,327372739,450000
15688,865111274,450000
15689,344072199,450000
15690,397917777,65000000
15691,705666622,10000000
15692,795655922,1000000
15693,827849678,11325000
15694,343926288,450000
15695,342891997,450000
15696,936893737,500000
15697,852069998,3000000
15698,909176875,1000000
15699,966182329,500000
15700,812790790,500000
15701,932353060,1000000
15702,776233877,1000000
15703,378203989,450000
15704,822224777,10000000
15705,903707887,500000
15706,923818826,500000
15707,336319039,450000
15708,389469999,65000000
15709,775111616,1000000
15710,819042027,15000000
15711,762675475,1000000
15712,773000073,1000000
15713,846329888,12000000
15714,332677286,450000
15715,937553744,1000000
15716,329010222,450000
15717,963759331,500000
15718,943977252,1000000
15719,336054889,450000
15720,856684953,500000
15721,783224848,1000000
15722,355912859,450000
15723,889177772,10000000
15724,369656686,450000
15725,926052052,1000000
15726,879285234,500000
15727,948166002,1000000
15728,913555979,12000000
15729,766988886,12000000
15730,908519368,3000000
15731,773302009,1000000
15732,332097689,450000
15733,932020298,1000000
15734,373883186,450000
15735,763500507,1000000
15736,379368533,500000
15737,913416454,500000
15738,909261568,1000000
15739,989188379,10000000
15740,948982005,3000000
15741,933788112,1000000
15742,523151983,12000000
15743,326465166,450000
15744,938659589,10000000
15745,989577060,450000
15746,356918488,450000
15747,707053333,65000000
15748,944597953,1000000
15749,866132679,450000
15750,566694368,1000000
15751,375552088,450000
15752,944911807,1000000
15753,927564779,3000000
15754,961888989,10000000
15755,353905005,450000
15756,335243444,450000
15757,388932777,10000000
15758,333189299,450000
15759,986490553,450000
15760,702733738,1000000
15761,363323334,10000000
15762,705222744,1000000
15763,763528529,1000000
15764,832888279,3000000
15765,357322227,10000000
15766,707032000,10000000
15767,906747797,3000000
15768,343840268,450000
15769,777250052,1000000
15770,866821001,450000
15771,898807575,1000000
15772,795592456,1000000
15773,944831222,3000000
15774,879932366,500000
15775,945872074,1000000
15776,706333369,10000000
15777,898895556,12000000
15778,343071074,450000
15779,344318887,450000
15780,335092399,450000
15781,982302019,3000000
15782,825364567,11325000
15783,934529828,3000000
15784,706733337,10000000
15785,353578338,450000
15786,702780580,1000000
15787,917336866,3000000
15788,382001968,450000
15789,329092234,450000
15790,523911982,500000
15791,795628928,1000000
15792,973920209,500000
15793,926579379,3000000
15794,984605645,450000
15795,834335447,3000000
15796,927809079,3000000
15797,333455686,10000000
15798,879288660,500000
15799,329342018,450000
15800,901872015,10000000
15801,879403337,500000
15802,326191273,450000
15803,981825558,450000
15804,825303456,3000000
15805,932766556,3000000
15806,879288655,500000
15807,344184066,450000
15808,329180576,450000
15809,344170581,450000
15810,849016688,3000000
15811,374884884,450000
15812,866096598,450000
15813,789829889,11000000
15814,349002444,10000000
15815,902936887,3000000
15816,763087444,1000000
15817,336280570,450000
15818,962344382,500000
15819,826699686,3000000
15820,354171077,450000
15821,849031678,11325000
15822,336290291,450000
15823,763661361,1000000
15824,328465088,450000
15825,932710545,1000000
15826,834817827,3000000
15827,901380242,500000
15828,866020124,450000
15829,946879326,1000000
15830,933664889,10000000
15831,961608177,3000000
15832,947467500,1000000
15833,946998787,3000000
15834,946710441,1000000
15835,334354166,450000
15836,762501010,1000000
15837,823120789,11325000
15838,901713479,3000000
15839,799230598,1000000
15840,349280888,10000000
15841,858849678,11325000
15842,344050478,450000
15843,866894928,450000
15844,865508739,450000
15845,916081868,10000000
15846,888889033,10300000
15847,926177977,3000000
15848,911235567,11325000
15849,763571371,1000000
15850,924401999,12000000
15851,769995558,12000000
15852,327919839,450000
15853,778666665,10000000
15854,797009779,3000000
15855,828266662,3000000
15856,931399902,3000000
15857,343341444,450000
15858,972088015,500000
15859,703789979,10000000
15860,896727737,1000000
15861,865091232,450000
15862,899622679,1000000
15863,328497386,450000
15864,765066660,10000000
15865,866363680,450000
15866,899935666,12000000
15867,922431888,10000000
15868,523762002,500000
15869,327020370,450000
15870,812656569,3000000
15871,847582678,11325000
15872,772495888,12000000
15873,328607539,450000
15874,886638639,1000000
15875,889585386,1000000
15876,867762992,10000000
15877,985931990,3000000
15878,988689833,450000
15879,326250381,450000
15880,898347899,10000000
15881,328741068,450000
15882,962811975,500000
15883,354870468,450000
15884,888218998,1000000
15885,357345699,450000
15886,969379592,500000
15887,336822833,450000
15888,828559933,500000
15889,922669768,3000000
15890,334257539,450000
15891,706789333,12000000
15892,906583191,500000
15893,917602777,12000000
15894,762672234,1000000
15895,343697774,450000
15896,332288008,450000
15897,944750609,1000000
15898,334994679,450000
15899,972896079,3000000
15900,705288799,1000000
15901,702644500,1000000
15902,344207889,450000
15903,344190701,450000
15904,363061777,10000000
15905,879879286,500000
15906,702733700,1000000
15907,933261996,3000000
15908,702788455,1000000
15909,937776665,12000000
15910,965341985,3000000
15911,917059999,50000000
15912,599594594,1000000
15913,844449119,3000000
15914,886554679,3000000
15915,332506139,450000
15916,779993555,12000000
15917,862947186,450000
15918,329242227,450000
15919,963369088,3000000
15920,937214558,500000
15921,344283139,450000
15922,979818181,500000
15923,986613765,450000
15924,369656565,450000
15925,966349212,500000
15926,926496168,500000
15927,815979939,3000000
15928,389331678,10000000
15929,795725012,1000000
15930,968076591,500000
15931,384313899,450000
15932,797707878,12000000
15933,705212191,1000000
15934,815117117,500000
15935,896521242,1000000
15936,976104298,500000
15937,763100766,1000000
15938,866201017,450000
15939,877919195,500000
15940,869779779,90000000
15941,973400455,500000
15942,868389839,500000
15943,833567895,10000000
15944,334070604,450000
15945,822848586,3000000
15946,763677044,1000000
15947,837698866,3000000
15948,329648969,450000
15949,936200979,3000000
15950,988170055,12000000
15951,927112868,3000000
15952,877112858,500000
15953,862906388,450000
15954,707807878,12000000
15955,336302066,450000
15956,877009005,500000
15957,367212414,450000
15958,983492011,10000000
15959,326210901,450000
15960,934941379,1000000
15961,768563979,3000000
15962,941700874,1000000
15963,815033144,500000
15964,763751754,1000000
15965,898692011,3000000
15966,931793768,3000000
15967,983090814,500000
15968,343218880,450000
15969,856335555,50000000
15970,969587659,500000
15971,877278777,500000
15972,945508618,1000000
15973,705221977,1000000
15974,343354739,450000
15975,789881668,3000000
15976,367357079,450000
15977,384531369,450000
15978,707777701,10000000
15979,359909339,450000
15980,762576276,1000000
15981,566092002,500000
15982,326892639,450000
15983,828802022,3000000
15984,878232989,500000
15985,855936968,3000000
15986,966201568,3000000
15987,705234210,1000000
15988,926266189,3000000
15989,344177887,450000
15990,828358668,10000000
15991,983932002,10000000
15992,989019929,10000000
15993,839978978,10000000
15994,783576888,12000000
15995,854529886,500000
15996,708068234,1000000
15997,328137689,450000
15998,568100800,500000
15999,763752352,1000000
16000,828699789,11325000
16001,393559988,12000000
16002,763698098,1000000
16003,332725866,450000
16004,866589686,450000
16005,922091102,3000000
16006,972072327,500000
16007,944569427,1000000
16008,917031970,15000000
16009,332402739,450000
16010,825322322,500000
16011,931160696,3000000
16012,329890639,450000
16013,986874792,450000
16014,905364078,500000
16015,769993888,12000000
16016,973967192,450000
16017,334591981,450000
16018,336127586,450000
16019,356175777,10000000
16020,845678908,10000000
16021,392721997,10000000
16022,566032007,500000
16023,898304783,1000000
16024,395671888,10000000
16025,908909091,10000000
16026,379527888,10000000
16027,793737338,1000000
16028,354920186,450000
16029,857011188,10000000
16030,911322032,3000000
16031,921808989,12000000
16032,335159386,450000
16033,702799795,1000000
16034,921152992,12000000
16035,354981688,450000
16036,814567474,3000000
16037,915751554,500000
16038,911454668,3000000
16039,898765425,1000000
16040,981989879,10000000
16041,937222473,1000000
16042,799999873,10000000
16043,335808088,450000
16044,968368556,3000000
16045,394451345,500000
16046,523612004,500000
16047,928742016,500000
16048,705272672,1000000
16049,369040182,450000
16050,961222278,10000000
16051,919802008,3000000
16052,868933333,150000000
16053,845812678,11325000
16054,708085785,1000000
16055,702777800,1000000
16056,363590990,450000
16057,877992269,500000
16058,988125200,3000000
16059,888139386,1000000
16060,812188136,3000000
16061,762710710,1000000
16062,777126868,3000000
16063,862977667,450000
16064,762553686,1000000
16065,898307046,1000000
16066,906623434,500000
16067,946269149,1000000
16068,843304678,11325000
16069,867195717,450000
16070,332595959,450000
16071,986130376,500000
16072,708120720,1000000
16073,762672567,1000000
16074,335197039,450000
16075,702755166,1000000
16076,333731881,450000
16077,911414110,1000000
16078,857747388,3000000
16079,879766655,500000
16080,936269138,500000
16081,814037157,3000000
16082,334840286,450000
16083,772066888,12000000
16084,343644472,450000
16085,962528579,3000000
16086,819508686,3000000
16087,358938679,450000
16088,365695479,450000
16089,795313353,1000000
16090,936673763,500000
16091,784174879,1000000
16092,966696994,10000000
16093,798886739,3000000
16094,866996662,450000
16095,853326886,500000
16096,335027966,450000
16097,888900966,3000000
16098,707714567,10000000
16099,932465166,1000000
16100,343503223,450000
16101,345035079,450000
16102,825724666,3000000
16103,974402440,450000
16104,941951092,1000000
16105,334723332,450000
16106,348131368,450000
16107,344280100,450000
16108,879288664,500000
16109,342632632,450000
16110,828470847,3000000
16111,904859262,500000
16112,367989979,10000000
16113,328581599,450000
16114,702831831,1000000
16115,962548558,500000
16116,384799566,5000000
16117,325712223,450000
16118,342235799,450000
16119,799186432,1000000
16120,961762005,3000000
16121,921593358,3000000
16122,335888843,450000
16123,347478086,450000
16124,828053678,11325000
16125,797679579,10000000
16126,944788941,1000000
16127,343151973,450000
16128,971220983,3000000
16129,902331182,3000000
16130,708888194,10000000
16131,981979777,10000000
16132,834182282,500000
16133,363732999,10000000
16134,943000090,3000000
16135,865525058,450000
16136,762549123,1000000
16137,797017019,1000000
16138,764480994,1000000
16139,708005205,1000000
16140,708050385,1000000
16141,782794799,1000000
16142,329442088,450000
16143,827512751,500000
16144,971231833,500000
16145,866391995,450000
16146,889772789,11325000
16147,866516780,450000
16148,344100012,450000
16149,978259386,500000
16150,374260572,450000
16151,385795095,450000
16152,334170902,450000
16153,929307868,3000000
16154,778500644,1000000
16155,921101981,3000000
16156,335448522,450000
16157,929292207,500000
16158,842719678,11325000
16159,985468026,450000
16160,799044288,1000000
16161,775775890,1000000
16162,865077746,450000
16163,909797834,500000
16164,927604568,3000000
16165,812333246,3000000
16166,877993977,500000
16167,932220639,1000000
16168,867182398,450000
16169,354542268,450000
16170,329901186,450000
16171,986633339,12000000
16172,988250710,500000
16173,327064239,450000
16174,866729399,450000
16175,947221196,1000000
16176,819886168,3000000
16177,967919919,3000000
16178,343026667,450000
16179,523471980,500000
16180,795764765,1000000
16181,866969176,450000
16182,343845739,450000
16183,333434188,450000
16184,327353186,450000
16185,909613897,500000
16186,343300907,450000
16187,795652752,1000000
16188,945760762,1000000
16189,356612666,10000000
16190,867407952,500000
16191,961297799,12000000
16192,762558181,1000000
16193,328316299,450000
16194,345690889,10000000
16195,704784784,1000000
16196,328090502,450000
16197,852777776,10300000
16198,372236286,450000
16199,846355234,500000
16200,989016799,10000000
16201,338582766,450000
16202,354425768,450000
16203,855941941,500000
16204,769999775,10000000
16205,824167686,3000000
16206,916122015,15000000
16207,877335531,500000
16208,812489555,12000000
16209,705268666,12000000
16210,332250471,450000
16211,989158868,10000000
16212,763766764,1000000
16213,566867979,10000000
16214,814518000,3000000
16215,703008877,10000000
16216,968272797,3000000
16217,372767767,450000
16218,333146566,450000
16219,904088888,180000000
16220,342840345,450000
16221,393931222,10000000
16222,365383768,450000
16223,818561626,500000
16224,782836886,1000000
16225,877151468,500000
16226,795724727,1000000
16227,976575095,500000
16228,985959949,450000
16229,981719688,10000000
16230,899891616,1000000
16231,869236639,500000
16232,837890246,3000000
16233,899620432,1000000
16234,848758595,3000000
16235,911770808,3000000
16236,866678926,10000000
16237,764375375,1000000
16238,786361983,1000000
16239,343572968,450000
16240,343625889,450000
16241,328120578,450000
16242,702762862,1000000
16243,905588362,500000
16244,782268666,12000000
16245,901394089,3000000
16246,359311679,450000
16247,878666889,3000000
16248,942972157,1000000
16249,889362968,1000000
16250,962812444,10000000
16251,335224039,450000
16252,941392001,3000000
16253,932494432,1000000
16254,333317239,450000
16255,763709708,1000000
16256,767039234,1000000
16257,917641984,500000
16258,902891779,10000000
16259,996932011,3000000
16260,705414247,1000000
16261,827776766,12000000
16262,866148298,450000
16263,867023223,450000
16264,989633447,450000
16265,763691974,1000000
16266,368889267,10000000
16267,326060104,450000
16268,332649188,450000
16269,904725768,3000000
16270,705974987,1000000
16271,702251999,12000000
16272,349207979,450000
16273,965823077,500000
16274,329281084,450000
16275,336133348,450000
16276,339661100,10600000
16277,332166616,450000
16278,797714555,12000000
16279,708083683,1000000
16280,387730439,450000
16281,981619679,10000000
16282,961974292,500000
16283,865427168,450000
16284,989666779,10000000
16285,986038703,500000
16286,375607839,450000
16287,773394390,1000000
16288,394013939,450000
16289,705491497,1000000
16290,827166168,3000000
16291,783611839,1000000
16292,702766388,1000000
16293,348207777,65000000
16294,814396581,500000
16295,798569666,12000000
16296,338899279,10000000
16297,869792007,10000000
16298,395442468,500000
16299,942110483,1000000
16300,931320320,1000000
16301,906906788,3000000
16302,776272572,1000000
16303,981403703,500000
16304,393989668,10000000
16305,566792007,500000
16306,921072010,12000000
16307,763549345,1000000
16308,333996833,450000
16309,763625225,1000000
16310,979070245,500000
16311,931611986,3000000
16312,333867966,450000
16313,567256268,3000000
16314,962092816,500000
16315,862999875,450000
16316,973094569,450000
16317,844183678,11325000
16318,786333357,3000000
16319,768081081,1000000
16320,969583183,500000
16321,329450966,450000
16322,898888669,10000000
16323,967505161,500000
16324,979388234,3000000
16325,329480739,450000
16326,966626668,10000000
16327,877011291,500000
16328,909582679,10000000
16329,817603388,500000
16330,917052011,15000000
16331,327759039,450000
16332,333574179,450000
16333,708084584,1000000
16334,327870866,450000
16335,343112772,450000
16336,785966939,1000000
16337,785456789,10000000
16338,965406268,500000
16339,355231788,450000
16340,705966577,1000000
16341,917270501,500000
16342,967070678,3000000
16343,335260181,450000
16344,866732132,450000
16345,335300904,450000
16346,925432777,10000000
16347,941659382,1000000
16348,984311175,3000000
16349,345576666,65000000
16350,353158839,450000
16351,372669332,500000
16352,342889168,450000
16353,334305166,450000
16354,855540866,500000
16355,343140604,450000
16356,879883639,500000
16357,763019014,1000000
16358,777999711,3000000
16359,986633616,450000
16360,335157586,450000
16361,987956008,500000
16362,345121416,450000
16363,836556666,50000000
16364,877151883,500000
16365,973888996,10000000
16366,889181868,3000000
16367,941292014,3000000
16368,334064588,450000
16369,777108686,1000000
16370,909125021,1000000
16371,369383389,450000
16372,368867889,10000000
16373,326067639,450000
16374,909663501,500000
16375,815968899,10000000
16376,339436188,450000
16377,911185789,10000000
16378,862977189,450000
16379,978261868,3000000
16380,812653339,3000000
16381,389566998,5000000
16382,975387929,450000
16383,886037979,3000000
16384,877992665,500000
16385,949582017,1000000
16386,763177488,1000000
16387,879485828,500000
16388,354610588,450000
16389,329765039,450000
16390,838212666,12000000
16391,964715058,500000
16392,971210879,3000000
16393,367097088,450000
16394,702670234,1000000
16395,969846538,500000
16396,844331666,12000000
16397,523762004,500000
16398,903935776,500000
16399,879766262,500000
16400,946190114,1000000
16401,859449999,50000000
16402,983519999,65000000
16403,778552752,1000000
16404,326021197,450000
16405,967412211,500000
16406,908777189,12000000
16407,886911966,1000000
16408,938041614,1000000
16409,974344417,450000
16410,702664141,1000000
16411,826003279,3000000
16412,395866689,10000000
16413,986777859,10000000
16414,985233466,10000000
16415,974547535,450000
16416,916926276,500000
16417,982032000,12000000
16418,363772589,450000
16419,945718817,1000000
16420,886477567,3000000
16421,977031695,500000
16422,352161616,450000
16423,988230321,500000
16424,762636663,1000000
16425,918854855,500000
16426,869001168,10000000
16427,702765454,1000000
16428,973854769,450000
16429,935193186,500000
16430,964070144,500000
16431,333260877,450000
16432,763708608,1000000
16433,888883582,10300000
16434,834945955,500000
16435,862916920,450000
16436,911711155,10000000
16437,972591998,10000000
16438,776535535,1000000
16439,763244666,5000000
16440,926865879,3000000
16441,813966217,500000
16442,865567789,10000000
16443,778925925,1000000
16444,859898959,3000000
16445,393446677,12000000
16446,343241078,450000
16447,788585555,65000000
16448,923636959,3000000
16449,888765882,1000000
16450,795763012,1000000
16451,328607337,450000
16452,705794777,12000000
16453,705492490,1000000
16454,335695039,450000
16455,923449888,10000000
16456,866575776,450000
16457,828751368,500000
16458,865804469,450000
16459,858119191,3000000
16460,879285767,500000
16461,928101222,10000000
16462,937993168,500000
16463,879162068,500000
16464,848793879,10000000
